Customer ID,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
3215,VIP,Summer preperation,29,4
3216,New,Summer preperation,28,6
3217,VIP,Summer preperation,3,5
3218,VIP,Back to school,26,9
3219,Loyal,Pre-fall shopping,3,1
3220,New,Summer preperation,17,1
3221,VIP,Pre-fall shopping,18,2
3222,New,Back to school,15,2
3223,VIP,Christmas present,7,5
3224,New,Back to school,25,9
3225,VIP,Christmas present,27,1
3226,New,Summer preperation,16,9
3227,Loyal,Christmas present,8,8
3228,VIP,Summer preperation,19,7
3229,VIP,Summer preperation,21,4
3230,VIP,Christmas present,5,2
3231,VIP,Pre-fall shopping,10,8
3232,Loyal,Pre-fall shopping,28,3
3233,VIP,Christmas present,27,1
3234,New,Christmas present,28,6
3235,New,Back to school,9,4
3236,Loyal,Christmas present,9,3
3237,VIP,Christmas present,17,6
3238,New,Back to school,29,8
3239,VIP,Christmas present,16,6
3240,New,Summer preperation,23,3
3241,VIP,Christmas present,2,6
3242,New,Back to school,15,2
3243,VIP,Pre-fall shopping,29,9
3244,New,Pre-fall shopping,8,7
3245,VIP,Christmas present,20,8
3246,New,Pre-fall shopping,24,9
3247,Loyal,Pre-fall shopping,7,7
3248,New,Back to school,11,6
3249,New,Summer preperation,28,4
3250,VIP,Christmas present,5,2
3251,VIP,Summer preperation,15,4
3252,VIP,Pre-fall shopping,7,3
3253,New,Christmas present,24,3
3254,VIP,Summer preperation,17,2
3255,New,Summer preperation,15,7
3256,VIP,Christmas present,4,1
3257,Loyal,Summer preperation,10,3
3258,VIP,Pre-fall shopping,8,8
3259,New,Pre-fall shopping,25,8
3260,New,Christmas present,10,9
3261,VIP,Pre-fall shopping,11,1
3262,Loyal,Pre-fall shopping,15,6
3263,VIP,Christmas present,24,5
3264,New,Pre-fall shopping,20,7
3265,Loyal,Pre-fall shopping,25,9
3266,Loyal,Christmas present,16,2
3267,New,Back to school,19,1
3268,New,Pre-fall shopping,24,2
3269,Loyal,Pre-fall shopping,8,7
3270,New,Summer preperation,10,3
3271,Loyal,Back to school,3,6
3272,Loyal,Christmas present,7,7
3273,Loyal,Christmas present,17,9
3274,VIP,Back to school,4,9
3275,Loyal,Pre-fall shopping,21,1
3276,VIP,Back to school,23,9
3277,VIP,Christmas present,22,7
3278,New,Christmas present,22,9
3279,VIP,Pre-fall shopping,17,4
3280,Loyal,Back to school,2,1
3281,VIP,Christmas present,10,9
3282,VIP,Pre-fall shopping,24,6
3283,Loyal,Christmas present,27,6
3284,New,Pre-fall shopping,24,1
3285,Loyal,Back to school,4,6
3286,VIP,Pre-fall shopping,12,2
3287,VIP,Christmas present,7,9
3288,VIP,Pre-fall shopping,10,8
3289,VIP,Christmas present,6,9
3290,New,Back to school,14,6
3291,Loyal,Christmas present,27,3
3292,VIP,Pre-fall shopping,25,3
3293,Loyal,Summer preperation,28,6
3294,VIP,Summer preperation,3,5
3295,New,Summer preperation,14,1
3296,New,Back to school,12,8
3297,New,Pre-fall shopping,27,2
3298,VIP,Pre-fall shopping,25,6
3299,Loyal,Summer preperation,18,6
3300,New,Pre-fall shopping,22,1
3301,VIP,Back to school,2,7
3302,Loyal,Christmas present,6,9
3303,New,Summer preperation,21,3
3304,VIP,Summer preperation,5,7
3305,Loyal,Summer preperation,20,7
3306,New,Summer preperation,5,1
3307,Loyal,Pre-fall shopping,6,1
3308,VIP,Summer preperation,19,6
3309,VIP,Back to school,18,9
3310,VIP,Pre-fall shopping,26,7
3311,Loyal,Summer preperation,10,1
3312,VIP,Pre-fall shopping,13,8
3313,New,Back to school,28,1
3314,New,Christmas present,24,4
3315,New,Christmas present,16,1
3316,Loyal,Back to school,7,4
3317,New,Back to school,23,5
3318,VIP,Christmas present,17,6
3319,VIP,Back to school,15,5
3320,New,Pre-fall shopping,20,2
3321,New,Christmas present,11,7
3322,VIP,Christmas present,6,3
3323,VIP,Pre-fall shopping,13,7
3324,Loyal,Christmas present,7,6
3325,New,Christmas present,25,4
3326,New,Back to school,19,1
3327,Loyal,Summer preperation,25,7
3328,VIP,Summer preperation,30,6
3329,Loyal,Christmas present,26,4
3330,VIP,Summer preperation,11,3
3331,New,Back to school,9,4
3332,New,Summer preperation,7,5
3333,New,Pre-fall shopping,24,5
3334,New,Summer preperation,17,9
3335,New,Summer preperation,6,8
3336,VIP,Christmas present,3,7
3337,New,Back to school,29,6
3338,New,Pre-fall shopping,28,6
3339,Loyal,Summer preperation,13,7
3340,Loyal,Christmas present,26,5
3341,Loyal,Back to school,20,8
3342,VIP,Pre-fall shopping,23,9
3343,Loyal,Christmas present,28,4
3344,New,Back to school,16,2
3345,VIP,Pre-fall shopping,23,5
3346,VIP,Back to school,14,6
3347,New,Back to school,19,2
3348,VIP,Back to school,19,6
3349,New,Pre-fall shopping,21,3
3350,New,Pre-fall shopping,10,6
3351,Loyal,Summer preperation,24,6
3352,VIP,Christmas present,24,9
3353,New,Christmas present,7,3
3354,Loyal,Christmas present,12,6
3355,Loyal,Summer preperation,10,5
3356,Loyal,Pre-fall shopping,13,1
3357,Loyal,Christmas present,14,7
3358,Loyal,Back to school,7,5
3359,VIP,Christmas present,19,1
3360,VIP,Pre-fall shopping,8,1
3361,VIP,Christmas present,3,2
3362,New,Summer preperation,17,9
3363,Loyal,Pre-fall shopping,18,5
3364,New,Summer preperation,21,9
3365,New,Pre-fall shopping,24,8
3366,VIP,Back to school,10,7
3367,VIP,Pre-fall shopping,8,2
3368,VIP,Back to school,17,2
3369,VIP,Back to school,17,9
3370,VIP,Summer preperation,14,5
3371,Loyal,Christmas present,26,1
3372,New,Pre-fall shopping,27,9
3373,New,Pre-fall shopping,17,1
3374,Loyal,Back to school,13,3
3375,Loyal,Back to school,18,7
3376,VIP,Pre-fall shopping,7,2
3377,Loyal,Back to school,28,3
3378,New,Summer preperation,17,5
3379,VIP,Christmas present,30,5
3380,VIP,Christmas present,21,3
3381,New,Pre-fall shopping,4,6
3382,Loyal,Summer preperation,9,2
3383,New,Pre-fall shopping,17,5
3384,Loyal,Back to school,9,2
3385,VIP,Christmas present,8,5
3386,New,Christmas present,24,7
3387,Loyal,Back to school,6,4
3388,Loyal,Pre-fall shopping,29,6
3389,VIP,Back to school,20,1
3390,Loyal,Back to school,12,1
3391,New,Back to school,18,9
3392,VIP,Summer preperation,11,5
3393,Loyal,Pre-fall shopping,25,7
3394,Loyal,Summer preperation,21,2
3395,VIP,Christmas present,25,4
3396,VIP,Summer preperation,15,7
3397,VIP,Back to school,27,2
3398,New,Christmas present,9,3
3399,Loyal,Christmas present,21,3
3400,VIP,Pre-fall shopping,24,4
3401,New,Summer preperation,5,5
3402,Loyal,Summer preperation,11,7
3403,New,Pre-fall shopping,10,9
3404,VIP,Back to school,6,6
3405,New,Back to school,3,6
3406,New,Summer preperation,26,3
3407,New,Summer preperation,24,5
3408,New,Christmas present,2,2
3409,New,Back to school,19,8
3410,Loyal,Summer preperation,29,3
3411,New,Back to school,14,5
3412,Loyal,Back to school,13,3
3413,New,Pre-fall shopping,16,1
3414,New,Back to school,5,2
3415,Loyal,Pre-fall shopping,19,6
3416,New,Summer preperation,4,8
3417,New,Christmas present,16,9
3418,New,Summer preperation,7,4
3419,New,Pre-fall shopping,17,6
3420,New,Pre-fall shopping,4,7
3421,New,Christmas present,24,5
3422,Loyal,Summer preperation,29,6
3423,New,Pre-fall shopping,13,3
3424,Loyal,Pre-fall shopping,28,7
3425,New,Summer preperation,22,8
3426,VIP,Pre-fall shopping,24,7
3427,VIP,Pre-fall shopping,2,8
3428,VIP,Back to school,30,8
3429,VIP,Christmas present,12,2
3430,VIP,Summer preperation,2,4
3431,New,Back to school,28,9
3432,VIP,Back to school,12,6
3433,Loyal,Pre-fall shopping,16,8
3434,Loyal,Pre-fall shopping,17,8
3435,New,Summer preperation,10,9
3436,New,Back to school,25,7
3437,VIP,Pre-fall shopping,6,8
3438,New,Back to school,18,4
3439,New,Christmas present,17,7
3440,New,Christmas present,21,2
3441,New,Back to school,7,3
3442,Loyal,Back to school,21,2
3443,Loyal,Pre-fall shopping,7,3
3444,Loyal,Back to school,28,3
3445,Loyal,Christmas present,16,7
3446,New,Back to school,26,9
3447,Loyal,Back to school,21,5
3448,VIP,Pre-fall shopping,19,5
3449,Loyal,Back to school,7,2
3450,Loyal,Pre-fall shopping,4,7
3451,New,Summer preperation,23,9
3452,New,Christmas present,23,9
3453,VIP,Back to school,6,7
3454,New,Pre-fall shopping,4,9
3455,VIP,Christmas present,10,9
3456,Loyal,Summer preperation,29,6
3457,New,Back to school,28,4
3458,VIP,Summer preperation,28,2
3459,New,Christmas present,3,3
3460,VIP,Summer preperation,20,8
3461,New,Back to school,27,8
3462,VIP,Christmas present,5,7
3463,VIP,Christmas present,15,2
3464,VIP,Back to school,21,4
3465,New,Pre-fall shopping,7,1
3466,VIP,Summer preperation,16,5
3467,Loyal,Christmas present,17,4
3468,VIP,Back to school,10,2
3469,Loyal,Summer preperation,15,6
3470,New,Back to school,5,3
3471,VIP,Summer preperation,7,1
3472,New,Back to school,14,2
3473,VIP,Christmas present,18,5
3474,VIP,Pre-fall shopping,23,1
3475,Loyal,Pre-fall shopping,13,9
3476,New,Christmas present,6,2
3477,New,Back to school,22,2
3478,Loyal,Summer preperation,28,4
3479,New,Christmas present,3,7
3480,New,Pre-fall shopping,22,8
3481,New,Summer preperation,3,5
3482,VIP,Summer preperation,15,7
3483,New,Summer preperation,14,4
3484,Loyal,Back to school,27,5
3485,New,Pre-fall shopping,11,9
3486,VIP,Christmas present,20,7
3487,VIP,Summer preperation,28,2
3488,Loyal,Christmas present,11,5
3489,Loyal,Back to school,4,3
3490,Loyal,Pre-fall shopping,23,3
3491,Loyal,Pre-fall shopping,23,7
3492,New,Pre-fall shopping,8,9
3493,VIP,Summer preperation,10,6
3494,VIP,Summer preperation,29,8
3495,VIP,Summer preperation,10,4
3496,New,Summer preperation,4,7
3497,Loyal,Back to school,8,8
3498,Loyal,Summer preperation,19,3
3499,VIP,Back to school,24,9
3500,New,Christmas present,9,2
3501,VIP,Summer preperation,8,9
3502,VIP,Back to school,8,8
3503,Loyal,Christmas present,20,6
3504,New,Back to school,24,1
3505,VIP,Back to school,19,7
3506,New,Pre-fall shopping,14,8
3507,New,Summer preperation,16,1
3508,New,Pre-fall shopping,12,3
3509,VIP,Christmas present,23,2
3510,VIP,Christmas present,27,9
3511,Loyal,Back to school,24,2
3512,Loyal,Christmas present,10,2
3513,New,Pre-fall shopping,9,2
3514,VIP,Back to school,26,9
3515,New,Pre-fall shopping,8,2
3516,New,Back to school,14,5
3517,VIP,Pre-fall shopping,23,9
3518,Loyal,Back to school,30,8
3519,New,Pre-fall shopping,25,2
3520,Loyal,Back to school,4,8
3521,New,Summer preperation,19,1
3522,VIP,Christmas present,8,5
3523,New,Christmas present,27,1
3524,New,Christmas present,26,4
3525,Loyal,Summer preperation,24,4
3526,Loyal,Pre-fall shopping,12,8
3527,VIP,Summer preperation,10,5
3528,New,Christmas present,19,1
3529,New,Pre-fall shopping,8,9
3530,VIP,Christmas present,23,1
3531,VIP,Summer preperation,17,7
3532,VIP,Pre-fall shopping,16,3
3533,VIP,Summer preperation,13,9
3534,VIP,Christmas present,9,7
3535,New,Back to school,16,5
3536,VIP,Back to school,2,6
3537,VIP,Pre-fall shopping,24,7
3538,VIP,Summer preperation,16,3
3539,VIP,Summer preperation,13,8
3540,New,Summer preperation,18,3
3541,Loyal,Pre-fall shopping,18,2
3542,VIP,Back to school,25,9
3543,VIP,Back to school,2,4
3544,Loyal,Back to school,23,6
3545,Loyal,Pre-fall shopping,13,7
3546,Loyal,Back to school,8,1
3547,New,Christmas present,8,1
3548,New,Summer preperation,13,2
3549,VIP,Christmas present,25,8
3550,Loyal,Back to school,9,8
3551,New,Back to school,10,1
3552,New,Back to school,5,7
3553,VIP,Christmas present,30,7
3554,Loyal,Christmas present,23,3
3555,VIP,Back to school,23,6
3556,Loyal,Pre-fall shopping,6,5
3557,Loyal,Christmas present,21,4
3558,New,Summer preperation,12,3
3559,VIP,Christmas present,24,6
3560,Loyal,Back to school,21,4
3561,VIP,Back to school,15,8
3562,VIP,Back to school,15,8
3563,Loyal,Christmas present,12,9
3564,Loyal,Summer preperation,30,7
3565,New,Summer preperation,19,4
3566,VIP,Christmas present,17,6
3567,Loyal,Pre-fall shopping,24,7
3568,Loyal,Pre-fall shopping,26,1
3569,VIP,Summer preperation,13,6
3570,Loyal,Christmas present,11,3
3571,VIP,Summer preperation,26,2
3572,VIP,Christmas present,25,6
3573,VIP,Back to school,3,5
3574,VIP,Pre-fall shopping,8,2
3575,New,Christmas present,9,8
3576,Loyal,Pre-fall shopping,3,4
3577,Loyal,Pre-fall shopping,25,1
3578,Loyal,Summer preperation,4,4
3579,Loyal,Christmas present,24,4
3580,VIP,Pre-fall shopping,3,9
3581,Loyal,Christmas present,24,2
3582,Loyal,Back to school,17,3
3583,VIP,Back to school,3,8
3584,VIP,Pre-fall shopping,17,3
3585,VIP,Back to school,9,6
3586,Loyal,Pre-fall shopping,3,7
3587,VIP,Pre-fall shopping,19,3
3588,New,Pre-fall shopping,12,9
3589,VIP,Back to school,20,8
3590,VIP,Christmas present,10,4
3591,VIP,Back to school,6,8
3592,VIP,Pre-fall shopping,27,2
3593,New,Back to school,14,9
3594,VIP,Pre-fall shopping,15,4
3595,Loyal,Pre-fall shopping,4,1
3596,VIP,Pre-fall shopping,2,7
3597,Loyal,Back to school,7,8
3598,VIP,Christmas present,30,7
3599,Loyal,Christmas present,29,5
3600,Loyal,Summer preperation,25,2
3601,VIP,Pre-fall shopping,10,4
3602,VIP,Pre-fall shopping,24,4
3603,VIP,Summer preperation,21,2
3604,VIP,Back to school,15,1
3605,Loyal,Christmas present,14,3
3606,Loyal,Summer preperation,29,3
3607,VIP,Summer preperation,20,3
3608,New,Pre-fall shopping,13,1
3609,VIP,Pre-fall shopping,7,7
3610,New,Back to school,3,7
3611,Loyal,Back to school,26,9
3612,Loyal,Back to school,26,4
3613,Loyal,Summer preperation,10,4
3614,VIP,Summer preperation,30,3
3615,VIP,Back to school,9,7
3616,VIP,Summer preperation,24,3
3617,VIP,Summer preperation,10,4
3618,Loyal,Back to school,9,8
3619,Loyal,Summer preperation,10,6
3620,Loyal,Summer preperation,5,8
3621,New,Back to school,20,5
3622,Loyal,Pre-fall shopping,14,8
3623,New,Christmas present,8,6
3624,New,Back to school,7,7
3625,Loyal,Back to school,7,7
3626,Loyal,Summer preperation,17,8
3627,VIP,Christmas present,30,2
3628,New,Christmas present,14,5
3629,Loyal,Pre-fall shopping,13,5
3630,Loyal,Back to school,8,9
3631,Loyal,Summer preperation,8,5
3632,Loyal,Pre-fall shopping,26,9
3633,Loyal,Summer preperation,8,6
3634,VIP,Christmas present,14,6
3635,New,Pre-fall shopping,14,5
3636,VIP,Summer preperation,30,5
3637,Loyal,Christmas present,14,1
3638,New,Back to school,17,5
3639,New,Christmas present,2,8
3640,VIP,Summer preperation,12,2
3641,VIP,Pre-fall shopping,8,5
3642,New,Back to school,11,9
3643,VIP,Summer preperation,9,3
3644,Loyal,Pre-fall shopping,27,8
3645,VIP,Pre-fall shopping,24,8
3646,Loyal,Christmas present,27,1
3647,VIP,Pre-fall shopping,18,4
3648,VIP,Christmas present,18,7
3649,Loyal,Christmas present,16,4
3650,VIP,Christmas present,3,8
3651,Loyal,Summer preperation,7,5
3652,Loyal,Summer preperation,15,8
3653,Loyal,Summer preperation,4,9
3654,Loyal,Christmas present,28,1
3655,New,Pre-fall shopping,27,2
3656,New,Christmas present,3,2
3657,New,Back to school,2,3
3658,Loyal,Summer preperation,16,7
3659,Loyal,Christmas present,18,6
3660,Loyal,Pre-fall shopping,18,4
3661,New,Summer preperation,3,3
3662,Loyal,Summer preperation,17,1
3663,VIP,Summer preperation,24,1
3664,New,Summer preperation,6,9
3665,Loyal,Christmas present,4,3
3666,Loyal,Christmas present,2,1
3667,Loyal,Back to school,27,1
3668,New,Summer preperation,7,8
3669,New,Pre-fall shopping,16,3
3670,VIP,Back to school,10,8
3671,VIP,Summer preperation,9,4
3672,Loyal,Pre-fall shopping,21,9
3673,Loyal,Summer preperation,8,6
3674,Loyal,Summer preperation,10,3
3675,VIP,Back to school,16,7
3676,Loyal,Christmas present,14,6
3677,VIP,Summer preperation,13,9
3678,New,Christmas present,23,7
3679,New,Pre-fall shopping,27,8
3680,VIP,Christmas present,18,8
3681,New,Pre-fall shopping,4,6
3682,Loyal,Pre-fall shopping,11,5
3683,Loyal,Christmas present,9,9
3684,New,Pre-fall shopping,14,3
3685,Loyal,Back to school,25,4
3686,New,Pre-fall shopping,27,3
3687,Loyal,Summer preperation,7,2
3688,Loyal,Back to school,7,6
3689,New,Back to school,10,8
3690,New,Pre-fall shopping,16,5
3691,Loyal,Christmas present,9,9
3692,Loyal,Summer preperation,13,3
3693,New,Christmas present,13,5
3694,VIP,Back to school,14,5
3695,New,Back to school,12,8
3696,New,Back to school,21,3
3697,VIP,Christmas present,23,1
3698,VIP,Pre-fall shopping,29,3
3699,Loyal,Summer preperation,14,1
3700,VIP,Christmas present,13,6
3701,New,Back to school,4,3
3702,Loyal,Summer preperation,26,5
3703,Loyal,Pre-fall shopping,4,1
3704,New,Back to school,15,6
3705,VIP,Back to school,22,3
3706,VIP,Back to school,23,9
3707,VIP,Summer preperation,21,6
3708,Loyal,Back to school,10,5
3709,New,Back to school,28,7
3710,VIP,Summer preperation,13,9
3711,VIP,Christmas present,22,4
3712,Loyal,Summer preperation,19,2
3713,Loyal,Back to school,14,3
3714,Loyal,Summer preperation,30,9
3715,VIP,Christmas present,28,7
3716,Loyal,Back to school,12,3
3717,VIP,Back to school,29,2
3718,VIP,Back to school,18,7
3719,New,Summer preperation,3,4
3720,New,Back to school,28,6
3721,New,Christmas present,30,7
3722,VIP,Back to school,6,1
3723,Loyal,Back to school,6,7
3724,Loyal,Christmas present,26,8
3725,New,Summer preperation,26,8
3726,VIP,Summer preperation,27,1
3727,VIP,Back to school,5,9
3728,VIP,Back to school,18,5
3729,Loyal,Christmas present,25,3
3730,Loyal,Christmas present,25,6
3731,New,Summer preperation,11,4
3732,VIP,Christmas present,6,7
3733,New,Back to school,29,3
3734,VIP,Summer preperation,27,4
3735,Loyal,Back to school,23,7
3736,New,Back to school,12,7
3737,VIP,Back to school,5,6
3738,New,Summer preperation,18,1
3739,New,Pre-fall shopping,2,2
3740,VIP,Pre-fall shopping,4,2
3741,New,Summer preperation,17,7
3742,VIP,Christmas present,19,2
3743,VIP,Pre-fall shopping,15,8
3744,VIP,Back to school,30,9
3745,VIP,Pre-fall shopping,13,7
3746,VIP,Pre-fall shopping,27,2
3747,New,Christmas present,19,4
3748,New,Summer preperation,8,3
3749,New,Back to school,19,4
3750,New,Back to school,3,4
3751,New,Pre-fall shopping,21,2
3752,Loyal,Christmas present,25,2
3753,VIP,Pre-fall shopping,22,6
3754,New,Christmas present,8,2
3755,New,Christmas present,24,6
3756,New,Summer preperation,11,6
3757,Loyal,Pre-fall shopping,24,4
3758,Loyal,Pre-fall shopping,16,6
3759,New,Back to school,29,1
3760,VIP,Summer preperation,6,8
3761,VIP,Christmas present,26,9
3762,New,Pre-fall shopping,7,9
3763,New,Christmas present,13,1
3764,VIP,Christmas present,26,7
3765,New,Back to school,27,4
3766,VIP,Pre-fall shopping,3,9
3767,VIP,Summer preperation,25,6
3768,Loyal,Back to school,30,4
3769,Loyal,Christmas present,10,9
3770,New,Christmas present,5,6
3771,VIP,Christmas present,11,1
3772,VIP,Christmas present,24,7
3773,Loyal,Back to school,28,1
3774,New,Pre-fall shopping,25,7
3775,VIP,Christmas present,12,2
3776,VIP,Pre-fall shopping,27,1
3777,VIP,Christmas present,13,9
3778,VIP,Pre-fall shopping,8,2
3779,Loyal,Pre-fall shopping,6,2
3780,VIP,Back to school,28,2
3781,Loyal,Back to school,18,9
3782,New,Summer preperation,28,8
3783,VIP,Back to school,12,8
3784,New,Christmas present,20,4
3785,Loyal,Christmas present,16,4
3786,VIP,Christmas present,17,3
3787,VIP,Pre-fall shopping,26,2
3788,Loyal,Back to school,18,2
3789,New,Pre-fall shopping,26,1
3790,Loyal,Christmas present,11,3
3791,Loyal,Summer preperation,2,8
3792,VIP,Christmas present,28,6
3793,Loyal,Pre-fall shopping,23,7
3794,New,Christmas present,6,3
3795,Loyal,Pre-fall shopping,5,8
3796,VIP,Christmas present,15,1
3797,Loyal,Summer preperation,18,8
3798,VIP,Back to school,13,9
3799,New,Back to school,6,1
3800,VIP,Christmas present,9,2
3801,Loyal,Christmas present,2,6
3802,VIP,Summer preperation,21,9
3803,Loyal,Pre-fall shopping,11,3
3804,Loyal,Summer preperation,30,7
3805,VIP,Summer preperation,6,3
3806,VIP,Pre-fall shopping,4,3
3807,Loyal,Christmas present,27,8
3808,VIP,Back to school,19,4
3809,Loyal,Pre-fall shopping,10,7
3810,VIP,Back to school,19,4
3811,Loyal,Back to school,25,9
3812,VIP,Summer preperation,30,8
3813,New,Back to school,13,5
3814,Loyal,Summer preperation,3,6
3815,New,Pre-fall shopping,2,7
3816,New,Back to school,10,4
3817,New,Pre-fall shopping,3,7
3818,Loyal,Christmas present,5,9
3819,New,Pre-fall shopping,6,7
3820,Loyal,Summer preperation,25,8
3821,New,Pre-fall shopping,25,9
3822,New,Summer preperation,3,4
3823,VIP,Summer preperation,7,8
3824,New,Summer preperation,12,1
3825,New,Pre-fall shopping,4,4
3826,New,Back to school,23,3
3827,New,Christmas present,7,5
3828,VIP,Pre-fall shopping,22,9
3829,Loyal,Back to school,18,4
3830,New,Summer preperation,11,3
3831,Loyal,Pre-fall shopping,2,4
3832,New,Christmas present,6,7
3833,New,Christmas present,8,8
3834,Loyal,Summer preperation,8,8
3835,Loyal,Pre-fall shopping,3,9
3836,VIP,Pre-fall shopping,28,8
3837,New,Back to school,5,5
3838,New,Back to school,27,4
3839,Loyal,Back to school,19,4
3840,Loyal,Back to school,27,8
3841,VIP,Christmas present,5,8
3842,Loyal,Summer preperation,6,8
3843,VIP,Pre-fall shopping,26,8
3844,Loyal,Back to school,18,7
3845,New,Pre-fall shopping,21,3
3846,New,Pre-fall shopping,5,4
3847,New,Summer preperation,3,9
3848,Loyal,Pre-fall shopping,10,4
3849,New,Back to school,20,5
3850,VIP,Summer preperation,5,8
3851,Loyal,Back to school,28,9
3852,New,Back to school,8,6
3853,Loyal,Back to school,29,1
3854,New,Christmas present,20,3
3855,New,Back to school,20,1
3856,Loyal,Back to school,23,9
3857,VIP,Christmas present,17,1
3858,VIP,Summer preperation,10,7
3859,Loyal,Back to school,3,1
3860,New,Summer preperation,5,8
3861,New,Summer preperation,19,1
3862,New,Pre-fall shopping,23,9
3863,VIP,Summer preperation,27,2
3864,VIP,Christmas present,6,9
3865,New,Christmas present,28,2
3866,New,Summer preperation,12,5
3867,Loyal,Back to school,11,6
3868,Loyal,Back to school,20,5
3869,Loyal,Pre-fall shopping,17,6
3870,VIP,Christmas present,30,5
3871,New,Pre-fall shopping,5,6
3872,VIP,Back to school,12,3
3873,New,Back to school,15,2
3874,New,Back to school,4,4
3875,New,Summer preperation,23,7
3876,New,Summer preperation,17,5
3877,VIP,Back to school,13,8
3878,New,Back to school,23,5
3879,New,Christmas present,29,1
3880,New,Back to school,3,7
3881,Loyal,Christmas present,28,5
3882,New,Back to school,20,2
3883,VIP,Back to school,17,8
3884,New,Back to school,14,4
3885,New,Back to school,10,3
3886,VIP,Pre-fall shopping,6,8
3887,New,Back to school,12,3
3888,New,Summer preperation,19,4
3889,New,Christmas present,11,4
3890,VIP,Pre-fall shopping,20,8
3891,Loyal,Christmas present,11,7
3892,Loyal,Christmas present,5,9
3893,Loyal,Summer preperation,27,5
3894,New,Christmas present,10,8
3895,VIP,Back to school,10,6
3896,VIP,Pre-fall shopping,22,8
3897,VIP,Christmas present,29,1
3898,Loyal,Back to school,14,2
3899,New,Christmas present,15,6
3900,Loyal,Pre-fall shopping,15,3
